hprd_interaction_id	interactor_hprd_id	interactor_geneSymbol	interactor_refseq_id	experiment_type	reference_id
COM_2870	04382	SMARCE1	NP_003070.3	in vitro	11780067
COM_2870	01852	TUBB	NP_001060.1	in vitro	11780067
COM_2870	05389	ACTL6A	NP_004292.1	in vitro	11780067
COM_2870	03364	SMARCB1	NP_003064.2	in vitro	11780067
COM_2870	00030	ACTA1	NP_001091.1	in vitro	11780067
COM_2872	03255	SKP1	NP_733779.1	in vitro;in vivo	17098746
COM_2872	06794	RBX1	NP_055063.1	in vitro;in vivo	17098746
COM_2872	06985	FBXO11	NP_079409.3	in vitro;in vivo	17098746
COM_2872	04389	CUL1	NP_003583.2	in vitro;in vivo	17098746
COM_2873	05103	INCENP	NP_001035784.1	in vivo	17099693,16239925
COM_2873	05397	AURKB	NP_004208.2	in vivo	17099693,16239925
COM_2873	00313	CENPA	NP_001800.1	in vivo	17099693,16239925
COM_2873	04520	BIRC5	NP_001012271.1	in vivo	17099693,16239925
COM_2873	13017	CDCA8	NP_060571.1	in vivo	17099693,16239925
COM_2874	03431	PTEN	NP_000305.3	in vitro	16456542
COM_2874	05406	SLC9A3R1	NP_004243.1	in vitro	16456542
COM_2874	05946	SLC9A3R2	NP_001123484.1	in vitro	16456542
COM_2874	01423	PDGFRB	NP_002600.1	in vitro	16456542
COM_2875	01266	RET	NP_066124.1	in vitro	15677445
COM_2875	00150	GRB2	NP_002077.1	in vitro	15677445
COM_2875	01320	CBL	NP_005179.2	in vitro	15677445
COM_2876	00304	CDC27	NP_001107563.1	in vivo	16648845
COM_2876	09769	ANAPC1	NP_073153.1	in vivo	16648845
COM_2876	09802	APC2	NP_005874.1	in vivo	16648845
COM_2876	09505	ANAPC4	NP_037499.2	in vivo	16648845
COM_2876	10453	ANAPC5	NP_057321.2	in vivo	16648845
COM_2876	04587	CDC16	NP_003894.3	in vivo	16648845
COM_2876	16233	ANAPC7	NP_057322.2	in vivo	16648845
COM_2876	07221	CDC23	NP_004652.2	in vivo	16648845
COM_2876	16488	ANAPC10	NP_055700.2	in vivo	16648845
COM_2876	13012	CDC26	NP_644815.1	in vivo	16648845
COM_2876	12452	ANAPC11	NP_001002244.1	in vivo	16648845
COM_2877	01277	BMI1	NP_005171.4	in vitro	17332741
COM_2877	04357	CBX4	NP_003646.2	in vitro	17332741
COM_2877	12234	CBX7	NP_783640.1	in vitro	17332741
COM_2879	02610	PEX19	NP_002848.1	in vitro	16280322
COM_2879	10559	PEX26	NP_060399.1	in vitro	16280322
COM_2879	04526	PEX16	NP_476515.1	in vitro	16280322
COM_2879	04407	PEX3	NP_003621.1	in vitro	16280322
COM_288	00628	ITGB1	NP_391987.1	in vivo	11934885
COM_288	00949	ITGB5	NP_002204.2	in vivo	11934885
COM_288	01500	PRKCE	NP_005391.1	in vivo	11934885
COM_2880	00698	GRIN2A	NP_000824.1	in vitro	16767099
COM_2880	15926	GRIN1	NP_015566.1	in vitro	16767099
COM_2880	02767	ERBB4	NP_005226.1	in vitro	16767099
COM_2880	04199	DLG4	NP_001356.1	in vitro	16767099
COM_2881	01859	TP53	NP_000537.3	in vitro	17184779
COM_2881	00774	HSPA1A	NP_005336.3	in vitro	17184779
COM_2881	09076	HSPB1	NP_001531.1	in vitro	17184779
COM_2881	02770	HSPA9	NP_004125.3	in vitro	17184779
COM_2881	00682	HSPA5	NP_005338.1	in vitro	17184779
COM_2882	04141	DNMT3A	NP_072046.2	in vitro	16682412
COM_2882	06828	SETDB1	NP_001138887.1	in vitro	16682412
COM_2882	03143	HDAC1	NP_004955.2	in vitro	16682412
COM_2883	06828	SETDB1	NP_001138887.1	in vitro	16682412
COM_2883	04141	DNMT3A	NP_072046.2	in vitro	16682412
COM_2883	04209	DNMT3B	NP_008823.1	in vitro	16682412
COM_2884	03255	SKP1	NP_733779.1	in vivo	12820959
COM_2884	04596	BTRC	NP_378663.1	in vivo	12820959
COM_2884	00286	CTNNB1	NP_001895.1	in vivo	12820959
COM_2885	15981	TAF12	NP_005635.1	in vitro;in vivo	17268553
COM_2885	05364	TAF1C	NP_005670.2	in vitro;in vivo	17268553
COM_2885	02511	TBP	NP_003185.1	in vitro;in vivo	17268553
COM_2889	07218	CUL4A	NP_001008895.1	in vitro	17041588
COM_2889	17952	DTL	NP_057532.2	in vitro	17041588
COM_2889	10952	DDB1	NP_001914.3	in vitro	17041588
COM_2889	03025	TLE2	NP_003251.2	in vitro	17041588
COM_2889	07455	RFWD2	NP_071902.2	in vitro	17041588
COM_2889	09343	EED	NP_003788.2	in vitro	17041588
COM_2889	02251	CUL4B	NP_003579.3	in vitro	17041588
COM_289	00628	ITGB1	NP_391987.1	in vivo	8757325
COM_289	01054	CD53	NP_000551.1	in vivo	8757325
COM_289	01894	ITGA4	NP_000876.3	in vivo	8757325
COM_2890	04679	TNFRSF10A	NP_003835.3	in vitro	10894160
COM_2890	04680	TNFRSF10B	NP_003833.4	in vitro	10894160
COM_2890	03459	CASP8	NP_001073594.1	in vitro	10894160
COM_2890	03909	FADD	NP_003815.1	in vitro	10894160
COM_2891	01272	MDM2	NP_002383.2	in vitro	17110929
COM_2891	04699	RPL5	NP_000960.2	in vitro	17110929
COM_2891	10364	RPL11	NP_000966.2	in vitro	17110929
COM_2891	04716	RPL23	NP_000969.1	in vitro	17110929
COM_2892	03823	FOXM1	NP_973731.1	in vitro;in vivo	16504183
COM_2892	00455	CCNE1	NP_001229.1	in vitro;in vivo	16504183
COM_2892	00310	CDK2	NP_001789.2	in vitro;in vivo	16504183
COM_2893	03823	FOXM1	NP_973731.1	in vitro;in vivo	16504183
COM_2893	04946	CCNA1	NP_003905.1	in vitro;in vivo	16504183
COM_2893	00310	CDK2	NP_001789.2	in vitro;in vivo	16504183
COM_2894	00928	IGF2R	NP_000867.2	in vitro;in vivo;yeast 2-hybrid	16977309
COM_2894	06320	PACS1	NP_060496.2	in vitro;in vivo;yeast 2-hybrid	16977309
COM_2894	10443	GGA3	NP_619525.1	in vitro;in vivo;yeast 2-hybrid	16977309
COM_2894	00277	CSNK2A1	NP_001886.1	in vitro;in vivo;yeast 2-hybrid	16977309
COM_2896	01457	PRLR	NP_000940.1	in vitro	7984244
COM_2896	01457	PRLR	NP_000940.1	in vitro	7984244
COM_2896	02971	GHR	NP_000154.1	in vitro	7984244
COM_2897	02971	GHR	NP_000154.1	in vitro	7984244
COM_2897	02971	GHR	NP_000154.1	in vitro	7984244
COM_2897	01457	PRLR	NP_000940.1	in vitro	7984244
COM_2898	01423	PDGFRB	NP_002600.1	in vitro	16456542
COM_2898	01381	PIK3R1	NP_852664.1	in vitro	16456542
COM_2898	04404	PIK3R2	NP_005018.1	in vitro	16456542
COM_2898	05831	PIK3R3	NP_003620.3	in vitro	16456542
COM_2898	01238	NFKB1	NP_003989.2	in vitro	16456542
COM_2899	01885	CDH1	BAA88957.1	in vitro	7954478
COM_2899	00286	CTNNB1	NP_001895.1	in vitro	7954478
COM_2899	00285	CTNNA1	NP_001894.2	in vitro	7954478
COM_29	00026	STAT3	NP_644805.1	in vitro;in vivo	15764709
COM_29	04011	MAP3K7	NP_663304.1	in vitro;in vivo	15764709
COM_29	17637	NLK	NP_057315.3	in vitro;in vivo	15764709
COM_290	00628	ITGB1	NP_391987.1	in vivo	8757325
COM_290	01121	CD63	NP_001771.1	in vivo	8757325
COM_290	01894	ITGA4	NP_000876.3	in vivo	8757325
COM_2900	01885	CDH1	BAA88957.1	in vivo	9535896
COM_2900	00020	ACTN1	NP_001123476.1	in vivo	9535896
COM_2900	00017	ACTG1	NP_001605.1	in vivo	9535896
COM_2900	01900	VCL	NP_054706.1	in vivo	9535896
COM_2901	00286	CTNNB1	NP_001895.1	in vivo	9535896
COM_2901	03026	CTNND1	NP_001078927.1	in vivo	9535896
COM_2901	01414	JUP	NP_002221.1	in vivo	9535896
COM_2902	01903	ITGAV	NP_002201.1	in vitro	8120056
COM_2902	00626	FN1	NP_997647.1	in vitro	8120056
COM_2902	00947	ITGB6	NP_000879.2	in vitro	8120056
COM_2903	03582	OGG1	NP_058214.1	in vitro	16957781
COM_2903	02046	XPC	NP_004619.3	in vitro	16957781
COM_2903	06772	RAD23B	NP_002865.1	in vitro	16957781
COM_2904	01903	ITGAV	NP_002201.1	in vitro	8120056
COM_2904	00947	ITGB6	NP_000879.2	in vitro	8120056
COM_2904	01902	VTN	NP_000629.3	in vitro	8120056
COM_2906	00778	HSF1	NP_005517.1	in vivo	16278218
COM_2906	00777	HSP90AA1	NP_001017963.2	in vivo	16278218
COM_2906	11882	MAPKAPK2	NP_116584.2	in vivo	16278218
COM_2908	03746	EIF4EBP1	NP_004086.1	in vitro;in vivo	12150926,12604610
COM_2908	06184	RPTOR	NP_065812.1	in vitro;in vivo	12150926,12604610
COM_2908	03134	MTOR	NP_004949.1	in vitro;in vivo	12150926,12604610
COM_291	00628	ITGB1	NP_391987.1	in vivo	9360995,12480921
COM_291	01121	CD63	NP_001771.1	in vivo	9360995,12480921
COM_291	05431	ITGA3	NP_005492.1	in vivo	9360995,12480921
COM_2911	02859	PTK2	NP_005598.3	in vitro	10417825
COM_2911	01045	BCL2	NP_000624.2	in vitro	10417825
COM_2911	03937	PXN	BAA18998.1	in vitro	10417825
COM_2912	01796	SP1	NP_612482.2	in vitro	10471301
COM_2912	02596	AHR	NP_001612.1	in vitro	10471301
COM_2912	00524	ARNT	NP_001659.1	in vitro	10471301
COM_2913	11984	SLC39A1	NP_055252.2	in vitro;in vivo	10477520
COM_2913	15385	SLC39A2	NP_055394.2	in vitro;in vivo	10477520
COM_2913	03090	KCNAB2	NP_003627.1	in vitro;in vivo	10477520
COM_2913	01504	PRKCZ	NP_002735.3	in vitro;in vivo	10477520
COM_2914	04262	FANCG	NP_004620.1	in vivo	15082718
COM_2914	00302	CDK1	NP_001777.1	in vivo	15082718
COM_2914	01860	HSP90B1	NP_003290.1	in vivo	15082718
COM_2914	06186	FANCA	NP_000126.2	in vivo	15082718
COM_2914	01967	FANCC	NP_000127.2	in vivo	15082718
COM_2914	02943	FANCE	NP_068741.1	in vivo	15082718
COM_2914	04589	FANCF	NP_073562.1	in vivo	15082718
COM_2915	02675	RFC2	NP_852136.1	in vitro	9751713
COM_2915	00022	RFC4	NP_002907.1	in vitro	9751713
COM_2915	02677	RFC5	NP_031396.1	in vitro	9751713
COM_2916	01850	TSC2	NP_000539.2	in vitro;in vivo	12364343
COM_2916	05594	TSC1	NP_000359.1	in vitro;in vivo	12364343
COM_2916	00886	YWHAQ	NP_006817.1	in vitro;in vivo	12364343
COM_2918	09769	ANAPC1	NP_073153.1	in vivo	12956947
COM_2918	12452	ANAPC11	NP_001002244.1	in vivo	12956947
COM_2918	10453	ANAPC5	NP_057321.2	in vivo	12956947
COM_2918	09505	ANAPC4	NP_037499.2	in vivo	12956947
COM_2918	07367	ANAPC2	NP_037498.1	in vivo	12956947
COM_2919	07367	ANAPC2	NP_037498.1	in vivo	12956947
COM_2919	09505	ANAPC4	NP_037499.2	in vivo	12956947
COM_2919	10453	ANAPC5	NP_057321.2	in vivo	12956947
COM_292	00628	ITGB1	NP_391987.1	in vivo	11507094
COM_292	01148	SLC3A2	NP_001012679.1	in vivo	11507094
COM_292	12031	SLC7A6	NP_003974.3	in vivo	11507094
COM_2920	05594	TSC1	NP_000359.1	in vivo	14559897
COM_2920	01361	PAM	NP_000910.2	in vivo	14559897
COM_2920	01850	TSC2	NP_000539.2	in vivo	14559897
COM_2921	00363	COL1A2	NP_000080.2	in vitro	8595806
COM_2921	00362	COL1A1	NP_000079.2	in vitro	8595806
COM_2921	00368	COL5A1	NP_000084.3	in vitro	8595806
COM_2921	02793	LUM	NP_002336.1	in vitro	8595806
COM_2922	00363	COL1A2	NP_000080.2	in vitro	8595806
COM_2922	00362	COL1A1	NP_000079.2	in vitro	8595806
COM_2922	00368	COL5A1	NP_000084.3	in vitro	8595806
COM_2922	00501	DCN	NP_001911.1	in vitro	8595806
COM_2923	03354	BARD1	NP_000456.2	in vitro;in vivo	15184379
COM_2923	01246	NPM1	NP_002511.1	in vitro;in vivo	15184379
COM_2923	00218	BRCA1	NP_009231.2	in vitro;in vivo	15184379
COM_2924	01850	TSC2	NP_000539.2	in vivo	12511557
COM_2924	05594	TSC1	NP_000359.1	in vivo	12511557
COM_2924	05418	GSK3B	NP_002084.2	in vivo	12511557
COM_2924	04819	AXIN1	NP_003493.1	in vivo	12511557
COM_2925	06184	RPTOR	NP_065812.1	in vivo	12604610
COM_2925	03746	EIF4EBP1	NP_004086.1	in vivo	12604610
COM_2925	03134	MTOR	NP_004949.1	in vivo	12604610
COM_2927	04589	FANCF	NP_073562.1	in vivo	15082718
COM_2927	04262	FANCG	NP_004620.1	in vivo	15082718
COM_2927	01967	FANCC	NP_000127.2	in vivo	15082718
COM_2927	06186	FANCA	NP_000126.2	in vivo	15082718
COM_2928	04883	EIF3J	NP_003749.2	in vivo	15946946
COM_2928	03618	EIF3A	NP_003741.1	in vivo	15946946
COM_2928	06795	EIF3B	NP_003742.2	in vivo	15946946
COM_2928	04889	EIF3C	NP_003743.1	in vivo	15946946
COM_293	00628	ITGB1	NP_391987.1	in vitro	12695522
COM_293	01291	NOV	NP_002505.1	in vitro	12695522
COM_293	01903	ITGAV	NP_002201.1	in vitro	12695522
COM_2930	01859	TP53	NP_000537.3	in vivo	14678988
COM_2930	00179	BCL3	NP_005169.2	in vivo	14678988
COM_2930	01238	NFKB1	NP_003989.2	in vivo	14678988
COM_2931	01346	CCND1	NP_444284.1	in vivo	16357142
COM_2931	05594	TSC1	NP_000359.1	in vivo	16357142
COM_2931	01850	TSC2	NP_000539.2	in vivo	16357142
COM_2932	05594	TSC1	NP_000359.1	in vivo	15963462
COM_2932	01850	TSC2	NP_000539.2	in vivo	15963462
COM_2932	16833	DOCK7	NP_212132.2	in vivo	15963462
COM_2933	01241	RELA	NP_068810.3	in vitro	9738011
COM_2933	01238	NFKB1	NP_003989.2	in vitro	9738011
COM_2933	01235	NFKBIA	NP_065390.1	in vitro	9738011
COM_2935	01241	RELA	NP_068810.3	in vitro	8139561
COM_2935	01238	NFKB1	NP_003989.2	in vitro	8139561
COM_2935	01286	REL	NP_002899.1	in vitro	8139561
COM_2937	05211	BLM	NP_000048.1	in vitro	15364958
COM_2937	01859	TP53	NP_000537.3	in vitro	15364958
COM_2937	05569	TP53BP1	NP_001135452.1	in vitro	15364958
COM_2938	00802	NRG1	NP_039250.2	in vitro	8702572
COM_2938	01281	ERBB2	NP_004439.2	in vitro	8702572
COM_2938	01820	ERBB3	NP_001973.2	in vitro	8702572
COM_2939	05211	BLM	NP_000048.1	in vitro	15364958
COM_2939	03465	H2AFX	NP_002096.1	in vitro	15364958
COM_2939	05569	TP53BP1	NP_001135452.1	in vitro	15364958
COM_294	00628	ITGB1	NP_391987.1	in vitro	9565552
COM_294	01756	TNC	NP_002151.2	in vitro	9565552
COM_294	04910	ITGA9	NP_002198.2	in vitro	9565552
COM_2941	05431	ITGA3	NP_005492.1	in vivo	11888933
COM_2941	00318	HSPD1	NP_002147.2	in vivo	11888933
COM_2941	00628	ITGB1	NP_391987.1	in vivo	11888933
COM_2942	01456	PCNA	NP_002583.1	in vitro	17720710
COM_2942	01533	UBE2B	NP_003328.1	in vitro	17720710
COM_2942	09242	RAD18	NP_064550.3	in vitro	17720710
COM_2943	01533	UBE2B	NP_003328.1	in vitro	17720710
COM_2943	09242	RAD18	NP_064550.3	in vitro	17720710
COM_2943	04225	UBE2E1	NP_003332.1	in vitro	17720710
COM_2943	05717	UBE2C	NP_008950.1	in vitro	17720710
COM_2943	15604	UBE3C	NP_055486.2	in vitro	17720710
COM_2944	03134	MTOR	NP_004949.1	in vitro	16837165
COM_2944	03857	PLD2	NP_002654.3	in vitro	16837165
COM_2944	06184	RPTOR	NP_065812.1	in vitro	16837165
COM_2945	04751	ADAM22	NP_068369.1	in vivo	16990550
COM_2945	04199	DLG4	NP_001356.1	in vivo	16990550
COM_2945	05216	LGI1	NP_005088.1	in vivo	16990550
COM_2946	03463	VDR	NP_000367.1	in vitro	11514567
COM_2946	01577	RXRA	NP_002948.1	in vitro	11514567
COM_2946	04340	SNW1	NP_036377.1	in vitro	11514567
COM_2947	03463	VDR	NP_000367.1	in vitro	11514567
COM_2947	01577	RXRA	NP_002948.1	in vitro	11514567
COM_2947	09066	NCOA2	NP_006531.1	in vitro	11514567
COM_2949	04070	NCOA1	NP_003734.3	in vitro	11514567
COM_2949	03463	VDR	NP_000367.1	in vitro	11514567
COM_2949	01577	RXRA	NP_002948.1	in vitro	11514567
COM_295	00628	ITGB1	NP_391987.1	in vitro	11668187
COM_295	01756	TNC	NP_002151.2	in vitro	11668187
COM_295	10361	ITGA8	NP_003629.1	in vitro	11668187
COM_2950	03463	VDR	NP_000367.1	in vitro	11514567
COM_2950	01577	RXRA	NP_002948.1	in vitro	11514567
COM_2950	04340	SNW1	NP_036377.1	in vitro	11514567
COM_2950	09066	NCOA2	NP_006531.1	in vitro	11514567
COM_2951	03463	VDR	NP_000367.1	in vitro	11514567
COM_2951	01577	RXRA	NP_002948.1	in vitro	11514567
COM_2951	04340	SNW1	NP_036377.1	in vitro	11514567
COM_2951	04070	NCOA1	NP_003734.3	in vitro	11514567
COM_2952	03463	VDR	NP_000367.1	in vitro	11514567
COM_2952	03463	VDR	NP_000367.1	in vitro	11514567
COM_2952	04340	SNW1	NP_036377.1	in vitro	11514567
COM_2953	03463	VDR	NP_000367.1	in vitro	11514567
COM_2953	04340	SNW1	NP_036377.1	in vitro	11514567
COM_2953	09066	NCOA2	NP_006531.1	in vitro	11514567
COM_2954	03463	VDR	NP_000367.1	in vitro	11514567
COM_2954	04070	NCOA1	NP_003734.3	in vitro	11514567
COM_2954	04340	SNW1	NP_036377.1	in vitro	11514567
COM_2955	03445	TRIM28	NP_005753.1	in vitro	12438698
COM_2955	04940	PSMB7	NP_002790.1	in vitro	12438698
COM_2955	10621	PCGF2	NP_009075.1	in vitro	12438698
COM_2955	00023	PML	NP_150241.2	in vitro	12438698
COM_2956	16025	ELAVL1	NP_001410.2	in vivo	11565755
COM_2956	09014	ANP32A	NP_006296.1	in vivo	11565755
COM_2956	03975	XPO1	NP_003391.1	in vivo	11565755
COM_2957	16025	ELAVL1	NP_001410.2	in vivo	11565755
COM_2957	09803	ANP32B	NP_006392.1	in vivo	11565755
COM_2957	03975	XPO1	NP_003391.1	in vivo	11565755
COM_2958	01753	TAL1	NP_003180.1	in vivo	16407974
COM_2958	00918	TCF3	NP_003191.1	in vivo	16407974
COM_2958	09144	LDB1	NP_001106878.1	in vivo	16407974
COM_2958	04847	CBFA2T3	NP_005178.4	in vivo	16407974
COM_2959	08491	PAXIP1	NP_031375.3	in vitro	15456759
COM_2959	05569	TP53BP1	NP_001135452.1	in vitro	15456759
COM_2959	06347	ATM	NP_000042.3	in vitro	15456759
COM_2960	02437	AR	NP_000035.2	in vitro	15466214
COM_2960	01819	SRC	NP_005408.1	in vitro	15466214
COM_2960	10144	PELP1	NP_055204.2	in vitro	15466214
COM_2961	00389	MSH2	NP_000242.1	in vivo	15647386
COM_2961	04356	CHEK1	NP_001265.2	in vivo	15647386
COM_2961	05084	CHEK2	NP_001005735.1	in vivo	15647386
COM_2962	00286	CTNNB1	NP_001895.1	in vivo	15684397
COM_2962	01075	LEF1	NP_057353.1	in vivo	15684397
COM_2962	04241	SMAD7	NP_005895.1	in vivo	15684397
COM_2963	05594	TSC1	NP_000359.1	in vivo	16339216
COM_2963	03652	PLK1	NP_005021.2	in vivo	16339216
COM_2963	01850	TSC2	NP_000539.2	in vivo	16339216
COM_2966	00932	IGF1R	NP_000866.1	in vivo	16113100
COM_2966	00589	ESR1	NP_000116.2	in vivo	16113100
COM_2966	02780	SHC1	NP_001123512.1	in vivo	16113100
COM_2967	07202	MSH6	NP_000170.1	in vivo	16990800
COM_2967	02875	TCEB1	NP_005639.1	in vivo	16990800
COM_2967	09309	PELO	NP_057030.3	in vivo	16990800
COM_2967	16785	DCLRE1B	NP_073747.1	in vivo	16990800
COM_2967	01248	NAP1L1	NP_631946.1	in vivo	16990800
COM_2967	04084	PSMC1	NP_002793.2	in vivo	16990800
COM_2967	01105	PSMC2	NP_002794.1	in vivo	16990800
COM_2967	04086	PSMC6	NP_002797.3	in vivo	16990800
COM_2967	08907	PSMA2	NP_002778.1	in vivo	16990800
COM_2967	01463	PSMA3	NP_002779.1	in vivo	16990800
COM_2967	01464	PSMA5	NP_002781.2	in vivo	16990800
COM_2967	04171	PSMA6	NP_002782.1	in vivo	16990800
COM_2967	05967	PSMA7	NP_002783.1	in vivo	16990800
COM_2967	03603	PSMB1	NP_002784.1	in vivo	16990800
COM_2967	04940	PSMB7	NP_002790.1	in vivo	16990800
COM_2967	10169	PSMD1	NP_002798.2	in vivo	16990800
COM_2967	05870	PSMD2	NP_002799.3	in vivo	16990800
COM_2967	10170	PSMD3	NP_002800.2	in vivo	16990800
COM_2967	03386	PSMD4	NP_002801.1	in vivo	16990800
COM_2967	18370	PSMD6	NP_055629.1	in vivo	16990800
COM_2967	10171	PSMD8	NP_002803.2	in vivo	16990800
COM_2967	05119	PSMD11	NP_002806.2	in vivo	16990800
COM_2967	04085	PSMC4	NP_006494.1	in vivo	16990800
COM_2967	03400	PSMC5	NP_002796.4	in vivo	16990800
COM_2967	01733	PSMC3	NP_002795.2	in vivo	16990800
COM_2967	05120	PSMD12	NP_002807.1	in vivo	16990800
COM_2967	06440	ADRM1	NP_008933.2	in vivo	16990800
COM_2967	04595	PSMD13	NP_787128.2	in vivo	16990800
COM_2967	07191	RAD23A	NP_005044.1	in vivo	16990800
COM_2967	06772	RAD23B	NP_002865.1	in vivo	16990800
COM_2968	06440	ADRM1	NP_008933.2	in vitro	16906146
COM_2968	10293	UCHL5	NP_057068.1	in vitro	16906146
COM_2968	10169	PSMD1	NP_002798.2	in vitro	16906146
COM_2969	06440	ADRM1	NP_008933.2	in vitro	16990800
COM_2969	03386	PSMD4	NP_002801.1	in vitro	16990800
COM_2969	05870	PSMD2	NP_002799.3	in vitro	16990800
COM_297	00628	ITGB1	NP_391987.1	in vivo	11980922
COM_297	01765	THBS1	NP_003237.2	in vivo	11980922
COM_297	01894	ITGA4	NP_000876.3	in vivo	11980922
COM_2970	02517	APOA1	NP_000030.1		15174051
COM_2970	10622	ABCA6	NP_525023.2		15174051
COM_2970	10244	SMPDL3A	NP_006705.1		15174051
COM_2970	02517	APOA1	NP_000030.1		15174051
COM_2970	00131	APOC1	NP_001636.1		15174051
COM_2970	00132	APOC3	NP_000031.1		15174051
COM_2970	07622	SETX	NP_055861.3		15174051
COM_2970	02528	PDE4B	NP_002591.2		15174051
COM_2970	00293	CTSL1	NP_001903.1		15174051
COM_2970	00317	CP	NP_000087.1		15174051
COM_2970	05511	LECT1	NP_008946.1		15174051
COM_2970	01706	CLU	NP_001822.2		15174051
COM_2970	00393	C1QA	NP_057075.1		15174051
COM_2970	00395	C1QC	NP_758957.2		15174051
COM_2970	02025	QDPR	NP_000311.2		15174051
COM_2970	12743	FAM83C	NP_848563.1		15174051
COM_2970	08925	DNTT	NP_004079.3		15174051
COM_2970	00619	FGA	NP_000499.1		15174051
COM_2970	00626	FN1	NP_997647.1		15174051
COM_2970	15327	SERTAD3	NP_037500.2		15174051
COM_2970	11181	SPEF2	NP_079143.3		15174051
COM_2970	10554	ROBO3	NP_071765.2		15174051
COM_2970	08438	TNS3	AAN32667.1		15174051
COM_2970	06424	SAFB2	NP_055464.1		15174051
COM_2970	10009	RRP1B	NP_055871.1		15174051
COM_2970	00921	IGKC	AAH73779.1		15174051
COM_2970	01018	KRT16	NP_005548.2		15174051
COM_2970	06351	KRT9	NP_000217.2		15174051
COM_2970	00763	KRT1	NP_006112.3		15174051
COM_2970	19331	KIAA0754	NP_055853.1		15174051
COM_2970	07364	NLRP1	NP_127497.1		15174051
COM_2970	01472	PTPN5	NP_116170.3		15174051
COM_2970	17585	MOCOS	NP_060417.2		15174051
COM_2970	11654	TXNDC2	NP_001091999.1		15174051
COM_2970	01447	TTR	NP_000362.1		15174051
COM_2971	00062	ALB	NP_000468.1		15174051
COM_2971	00080	ADRA1B	NP_000670.1		15174051
COM_2971	02517	APOA1	NP_000030.1		15174051
COM_2971	07622	SETX	NP_055861.3		15174051
COM_2971	15967	KCNMA1	NP_001014797.1		15174051
COM_2971	02528	PDE4B	NP_002591.2		15174051
COM_2971	00293	CTSL1	NP_001903.1		15174051
COM_2971	09145	CDC45L	NP_003495.1		15174051
COM_2971	10582	GJC2	NP_065168.2		15174051
COM_2971	16696	CDCP1	NP_073753.3		15174051
COM_2971	10952	DDB1	NP_001914.3		15174051
COM_2971	00619	FGA	NP_000499.1		15174051
COM_2971	00626	FN1	NP_997647.1		15174051
COM_2971	04644	GABBR1	NP_001461.1		15174051
COM_2971	00772	HP	NP_005134.1		15174051
COM_2971	11755	IGHG1	CAD98026.1		15174051
COM_2971	01021	KRT10	NP_000412.3		15174051
COM_2971	01017	KRT14	NP_000517.2		15174051
COM_2971	06351	KRT9	NP_000217.2		15174051
COM_2971	00763	KRT1	NP_006112.3		15174051
COM_2971	15081	OR8D2	NP_001002918.1		15174051
COM_2971	01461	KLK3	NP_001639.1		15174051
COM_2971	06347	ATM	NP_000042.3		15174051
COM_2971	00062	ALB	NP_000468.1		15174051
COM_2971	17711	OR2T6	NP_001005471.1		15174051
COM_2971	09555	TLN2	NP_055874.2		15174051
COM_2971	01447	TTR	NP_000362.1		15174051
COM_2971	10500	CACNA1I	NP_066919.2		15174051
COM_2971	15755	ZNF232	NP_055334.2		15174051
COM_2971	04321	PLAG1	NP_002646.2		15174051
COM_2971	01614	RLF	NP_036553.2		15174051
COM_2971	00727	AHSG	NP_001613.2		15174051
COM_2971	00130	APOA4	NP_000473.2		15174051
COM_2971	00132	APOC3	NP_000031.1		15174051
COM_2971	05019	CRB1	NP_957705.1		15174051
COM_2971	10216	EXOC6	AAH28395.2		15174051
COM_2971	11604	SCAF1	NP_067051.2		15174051
COM_2971	00675	GFAP	NP_002046.1		15174051
COM_2971	07414	TSC22D1	NP_904358.2		15174051
COM_2971	00921	IGKC	AAH73779.1		15174051
COM_2971	00949	ITGB5	NP_002204.2		15174051
COM_2971	01011	KRT6A	NP_005545.1		15174051
COM_2971	06033	SERPING1	NP_000053.2		15174051
COM_2971	09837	TTPAL	NP_077307.2		15174051
COM_2971	01488	F2	NP_000497.1		15174051
COM_2971	04639	AP1M1	NP_001123996.1		15174051
COM_2971	00041	AMPD3	NP_000471.1		15174051
COM_2971	00129	APOA2	NP_001634.1		15174051
COM_2971	00131	APOC1	NP_001636.1		15174051
COM_2971	07457	APOC2	NP_000474.2		15174051
COM_2971	07631	CHKB	NP_005189.2		15174051
COM_2971	01965	F7	NP_000122.1		15174051
COM_2971	00718	CFB	NP_001701.2		15174051
COM_2971	00600	CFD	NP_001919.2		15174051
COM_2971	00601	CFH	NP_000177.2		15174051
COM_2971	05056	CST3	NP_000090.1		15174051
COM_2971	07363	DCD	NP_444513.1		15174051
COM_2971	00674	GSN	NP_000168.1		15174051
COM_2971	11399	IGDCC4	NP_066013.1		15174051
COM_2971	00793	HPX	NP_000604.1		15174051
COM_2971	10149	PHC3	NP_079223.3		15174051
COM_2971	08426	ST13	NP_003923.2		15174051
COM_2971	12302	DERL1	NP_077271.1		15174051
COM_2971	10722	FAM71E2	NP_001138874.1		15174051
COM_2971	17944	QTRTD1	NP_078914.1		15174051
COM_2971	11070	KIAA0232	NP_055558.2		15174051
COM_2971	00927	ITIH1	NP_002206.2		15174051
COM_2971	01016	KRT13	NP_705694.2		15174051
COM_2971	01018	KRT16	NP_005548.2		15174051
COM_2971	06351	KRT9	NP_000217.2		15174051
